"File Name","Item Sequence","Title","Descriptive title","Thumbnail URL","viewingHint","Parent ARK","Item ARK","Object Type","AltTitle.other","AltTitle.uniform","Place of origin","Date.normalized","Date.creation","Scribe","Author","Associated name","Contributors","Contents note","Colophon","Incipit","Explicit","References","Provenance","General note","Format.extent","Format.weight","Form","Format.dimensions","Support","Foliation","Page layout","Hand note","Illustrations note","Inscription","Additions","Binding note","Ink color","Features","Condition note","Type.typeOfResource","Type.genre","Language","Text direction","Writing system","Script","Script note","Rights.statementLocal","Rights contact","Name.repository","Shelfmark","Collection","Other version(s)","IIIF Manifest URL","delivery","image count","Viscodex"
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 30","Sermons","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1nc80rg%2Fvz34n82n/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1nc80rg","Work","","","","1247","1247 CE","","","","","1. Thirty-ninth sermon: We ought to build a home free of rot by taking up moral virtues; 2. Fortieth sermon: We ought not to extend our battles beyond our power for the sake of God; 3. Forty-second sermon: On concord and love; 4. Forty-third sermon: We ought to spend our days of holy fasting in rest and ease; 5. Forty-fourth sermon: On sudden departure from this worldly life; 6. Forty-fifth sermon: We ought not to surrender ourselves to adversity; 7. Forty-sixth sermon: We ought to imitate the suffering of the Lord; 8. Forty-seventh sermon: Report on the Christians killed in Bolghan for their refusal to eat meat during Lent; 9. Forty-eighth sermon: On the dominion of our Lord Jesus Christ and his incarnation; 10. Forty-ninth sermon: On the Annunciation to the Virgin Mary; 11. Fiftieth sermon: The Passover prefigures the future, eternal Passover in patience and courage; 12. Fifty-first sermon: On always celebrating and keeping the Passover for the sake of God; 13. Fifty-second sermon: We ought to be renewed after having received news of our coming trials, both perceptible and imperceptible; 14. Fifty-third sermon: We ought to endure any punishment in imitation of Christ and his holiness; 15. Fifty-fourth sermon: We ought to guard ourselves from the deception of Satan; 16. Fifty-fifth sermon: On righteous suffering and the lessons of humility and patience; 17. Fifty-sixth sermon: On the suffering of our Lord and Master Jesus Christ; 18. Fifty-seventh sermon: On the rebuke of brothers who have transgressed and a lesson and sermon on discipline.","","","","Meimaris","","","91 ff.","188.3 g","Codex","148 x 114 x 35.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 30","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc80rg/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 31","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1hm77zv%2F7j00p21r/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1hm77zv","Work","","Bible. James|~|Bible. 1 Peter|~|Bible. 2 Peter|~|Bible. 1 John|~|Bible. Epistles","","","n.d.","","","","","","","","","Meimaris","","","30 ff.","89.5 g","Quire(s)","193 x 145 x 20.0 mm","Paper","","","","","","","","","","","text","Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 31","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hm77zv/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 32","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1cv6h63%2Ffq081r9s/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1cv6h63","Work","Readings from the letters of the Holy Apostles, with their interpretations","Lectionary|~|Bible. Epistles","","1352","1352 CE","","","","","","","","","Meimaris","","","78 ff.","198.6 g","Codex","200 x 154 x 29.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Biblical texts|~|Lectionaries","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 32","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cv6h63/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 33","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1835rh4%2F7715gz9k/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1835rh4","Work","","Horologion","","","n.d.","","","","","","","","","Meimaris","","","24 ff.","75.3 g","Codex","185 x 139 x 12.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 33","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1835rh4/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 34","Varia","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz14b50t7%2Ffg789651/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z14b50t7","Work","","","","1001","1001 CE","","","","","1. The story of our father Adam; 2. The story of the wisdom of the woman known as Sibyl whose son Heraclius was the pagan leader of Ephesus, and an interpretation of a dream that one hundred wise men had in Rome during the same night and hour, which was the departure of the Jewish people from Egypt; 3. Commentary of Mar Ephrem on ancient interpretations (the Testament of our father Adam to his son Seth); 4. Book of the teachings belonging to the Christian and Jewish men of the city of Homs; 5. Article beginning, ""If you want to learn when the Christians fast and hold festival and the days in which the Jews hold festival ...""; 6. Sermon for those preparing for the communion of marriage and what is recited at the time of the wedding to the man and woman.","","","","Meimaris","","","31 ff.","130.1 g","Codex","183 x 154 x 22.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 34","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14b50t7/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 37","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz10k484c%2Fsr98h30p/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z10k484c","Work","Book of Acts, praise and thanks be to God forever ; Epistle of James son of Joseph, brother of our Lord Jesus Christ according to the flesh ; First Epistle of Peter ; Second Epistle of Peter, which was written in the language of the Romans and not found in Syriac ; First Epistle of John the Evangelist ; Second Epistle of John ; Third Epistle of John ; Epistle of Jude, brother of James","Bible. New Testament|~|Bible. Acts|~|Bible. James|~|Bible. 1 Peter|~|Bible. 2 Peter|~|Bible. 1 John|~|Bible. 2 John|~|Bible. 3 John|~|Bible. Jude|~|Bible. Epistles","","","n.d.","","","","","","","","","Meimaris","","","88 ff.","126.6 g","Codex","163 x 137 x 19.0 mm","Paper","","","","","","","","","","","text","Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 37","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz10k484c/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 38","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1vt3rm7%2Fs673f643/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1vt3rm7","Work","","Horologion","","","n.d.","","","","","","","","","Meimaris","","","19 ff.","47.4 g","Codex","182 x 149 x 9.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 38","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vt3rm7/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 39","A saying or sermon","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1r51q9j%2Fhx90jv6j/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1r51q9j","Work","","","","","n.d.","","","","","","","","","Meimaris","","","14 ff.","36.3 g","Codex","174 x 132 x 5.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 39","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1r51q9j/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 40","Excerpts from Ephrem the Syrian ; Ephrem the Syrian, Homily on those who wish to become ascetics ; Excerpts from Theodorus of Constantinople ; Excerpts from John Chrysostom on Humility","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1md0zjc%2F37430c9d/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1md0zjc","Work","Sayings of St. Ephrem and his sermon for adolescents and young men who wish to become monks ; Sayings of the St. Theodorus Patriarch of Constantinople on the affairs of this impermanent world and its vanities ; Sayings of St. John Chrysostom on humility","","","","n.d.","","","","","","","","","Meimaris","","","10 ff.","29.3 g","Codex","165 x 129 x 5.0 mm","Paper","","","","","","","","","","","text","Theological works","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 40","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1md0zjc/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 41","Life of Abba Arsenius ; History of Abba Arsenius and Abba Theodore of Pharam","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gn06sk%2F9f19jv39/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1gn06sk","Work","","","","","n.d.","","","","","","","","","Meimaris","","","10 ff.","30.1 g","Codex","171 x 127 x 9.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 41","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gn06sk/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 42","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1bv9g4m%2F3t51rk3w/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1bv9g4m","Work","","Horologion","","","n.d.","","","","","","","","","Meimaris","","","14 ff.","24.5 g","Codex","143 x 110 x 6.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 42","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bv9g4m/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 49","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1738qfn%2Fsq54s38v/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1738qfn","Work","","Psalter","","","n.d.","","","","","","","","","Meimaris","","","74 ff.","97.3 g","Codex","127 x 93 x 19.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 49","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1738qfn/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 50","Sermons","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13b7zqx%2F2h97rh3q/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z13b7zqx","Work","","","","","n.d.","","","","","1. Tenth sermon: On death; 2. Eleventh sermon: On the spiritual harvest and the unceasing progeny of the servants of Christ, read during the harvest; 3. Twelfth sermon: On abstinence from ephemeral pleasures; 4. Thirteenth sermon: We ought to preserve the beauty of the unpolluted soul, read during Transfiguration and Repentance; 5. Fourteenth sermon: On death; 6. Fifteenth sermon: On the commemoration of St. John Archbishop of Chalcedon; 7. Sixteenth sermon: On the gift of God and his boundless love; 8. Eighteenth sermon: We ought not to give ourselves up to the sufferings of disgrace; 9. Nineteenth sermon: On spiritual cultivation; 10. Twentieth sermon: On fidelity; 11. Twenty-first sermon: On Christ's concern for us; 12. Twenty-second sermon: On eternal judgment; 13. Twenty-third sermon: On the birth of the Savior; 14. Twenty-fourth sermon: On the migration from this world; 15. Twenty-fifth sermon: On virginity.","","","","Meimaris","","","91 ff.","203.2 g","Codex","147 x 115 x 30.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 50","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13b7zqx/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 51","Excerpt from the commentary of the Holy Father Theophilus on mutual love ; A Treatise on Achieving Knowledge of Christ","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zp65nb%2Fxq80pb1f/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1zp65nb","Work","Evangelistarion ; Gospel of Luke one of seventy disciples  ;  Paraphrase of the Gospel of John ; A beneficial treatise on achieving knowledge of our Lord Jesus Christ, who deserves all reverence and supplication ","Evangelion|~|Bible. Luke|~|Bible. John","","1015","1015 CE","","","","","","","","","Meimaris","","","49 ff.","122.6 g","Codex","179 x 144 x 20.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Lectionaries|~|Gospel books|~|Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 51","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zp65nb/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 52","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tx5dz2%2Fdp45rh34/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1tx5dz2","Work","","Horologion","","","n.d.","","","","","","","","","Meimaris","","","57 ff.","191.4 g","Codex","187 x 140 x 19.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 52","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tx5dz2/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 54","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q54p55%2Fmb35h71d/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1q54p55","Work","","Psalter","","","n.d.","","","","","","","","","Meimaris","","","121 ff.","155.2 g","Codex","130 x 96 x 29.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 54","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q54p55/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 58","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1kd3xd0%2F3k74c21v/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1kd3xd0","Work","","Horologion","","","n.d.","","","","","","","","","Meimaris","","","25 ff.","59.4 g","Codex","175 x 129 x 10.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 58","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1kd3xd0/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 6","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1fn35q3%2Ffw58dg6n/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1fn35q3","Work","","Horologion","","","n.d.","","","","","","","","","Meimaris","","","143 ff.","384.4 g","Codex","170 x 140 x 65.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 6","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fn35q3/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 61","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19w2f2p%2Fkq695f9w/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z19w2f2p","Work","Gospel of St. Mark Patriarch of Alexandria, may he be our advocate, amen amen amen ; Gospel of St. Luke ; Gospel of the great and holy disciple, apostle, and theologian, John son of Zebedee, according to (the teaching of) our Lord Jesus Christ","Bible. Mark|~|Bible. Luke|~|Bible. John","","","n.d.","","","","","","","","","Meimaris","","","155 ff.","159.7 g","Codex","124 x 97 x 40.0 mm","Paper","","","","","","","","","","","text","Biblical texts|~|Gospel books","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 61","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19w2f2p/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 62","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1641p9t%2Ft431vv2b/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1641p9t","Work","Evangelistarion","Evangelion","","","n.d.","","","","","","","","","Meimaris","","","148 ff.","273.4 g","Codex","186 x 149 x 42.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Lectionaries|~|Gospel books|~|Biblical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 62","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1641p9t/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 63","","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz12f9n08%2Fd135hv6p/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z12f9n08","Work","","Horologion","","","n.d.","","","","","","","","","Meimaris","","","47 ff.","121.9 g","Codex","175 x 145 x 18.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 63","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12f9n08/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 67","Sayings and Mimars","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1xp94gh%2Fnk42kr9z/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1xp94gh","Work","","","","","n.d.","","","","","","","","","Meimaris","","","30 ff.","114.6 g","Codex","223 x 148 x 12.0 mm","Paper","","","","","","","","","","","text","Theological works","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 67","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xp94gh/manifest","delivery 8.1","",""
"","","Sinai, St. Catherine’s Monastery, Arabic NF X 9","Mimars Commemorating Theodorus ; Acts of Theodorus after His Martyrdom ; The Martyrdom of Stephen the Protomartyr","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1sx8cqb%2Fpb30cw01/full/!200,200/0/default.jpg","paged","ark:/21198/z1bk2gmg","ark:/21198/z1sx8cqb","Work","Admirable and noble mimars written by our holy Father of the city of Euchaita concerning the mourners of the holy martyr of Christ, Theodorus, on the day of his remembrance on the twentieth day in the month of April ; The marvels done by the the brave and noble martyr St. Theodorus following his martyrdom ; The story of the martyrdom of Stephen, archdeacon and first of the martyrs ; Book of the Prophecy of the Prophet Daniel","Bible. Daniel","","","n.d.","","","","","","","","","Meimaris","","","49 ff.","209.3 g","Codex","222 x 140 x 28.0 mm","Paper","","","","","","","","","","","text","Biblical texts|~|Mimars|~|Martyrologies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic NF X 9","New Finds","","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sx8cqb/manifest","delivery 8.1","",""
