File Name,Item Sequence,Title,Descriptive title,Thumbnail URL,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date binding,Date.creation,Scribe,Author,Associated name,Translator,Contents note,Colophon,Incipit,Explicit,References,Provenance,General note,Format.extent,Form,Format.dimensions,Support,Foliation,Page layout,Hand note,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,Shelfmark,Collection (physical),Other version(s),image count,IIIF Manifest URL,delivery
,,"St. Catherine's Monastery, Sinai Arabic 271",Commentary on Psalms ; Commentary by St. Basil the Great Archbishop of Caesarea,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jt0tsc%2Fnj95660x/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1jt0tsc,Work,,,,1233,,1233,,"Basil, Saint, Bishop of Caesarea, approximately 329-379",,,,"""Here ends with the help of Allah the Most High the Book of Psalms … Michael, the humble poor one, copied it at the Holy Mount Sinai Monastery and, it [copying] finished on Monday 13 in the month of Ḥazīrān [June] in the Year of the Existence of the World [Anno Mundi] 6741…"" (f. 229v).",,تمّ بعون الله تعالیٰ كتاب (f. 229r)؛ تمّ بعون الله تعالیٰ كتاب (f. 229v).,Kamil,Holy Mount Sinai Monastery (f. 229v),,232 ff.,codex,269 x 184 x 85 mm,paper,,,Scribe: Michael (f. 229v),,,"ff. 1av, 231r",,,Rubrication|~|Marginalia|~|Colophon|~|Dated,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 271,Sinai. Old Collection,https://www.loc.gov/item/00279384672-ms/,474,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jt0tsc/manifest,delivery 3
,,"St. Catherine's Monastery, Sinai Arabic 272",Commentary on the Liturgy of St. Basil,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1jh4qf2%2Fjj553f6p/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1jh4qf2,Work,,,,1101/1200 ,,12th c.,,,,,,,,,Kamil,,,70 ff.,codex,216 x 149 x 42 mm,paper,,,,,,,,,Rubrication,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 272,Sinai. Old Collection,http://www.loc.gov/item/00279384684-ms/,150,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jh4qf2/manifest,delivery 1
,,"St. Catherine's Monastery, Sinai Arabic 274",Mimars by St. Gregory the Theologian,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1gx5w5f%2F2b24gn0q/full/600,/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1gx5w5f,Work,,,,1201/1300,,13th c.,,"Gregory, of Nazianzus, Saint",,,,,,,Kamil,,,562 ff.,codex,265 x 190 x 117 mm,paper,,,,,,,,,,,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 274,Sinai. Old Collection,https://www.loc.gov/item/00279384696-ms/,1136,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gx5w5f/manifest,delivery 4.3
,,"St. Catherine's Monastery, Sinai Arabic 276",Mimars by St. Gregory the Theologian,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1z90gqw,Work,,,,1223,,1223,,"Gregory, of Nazianzus, Saint",,,,,,,Kamil,,,358 ff.,codex,256 x 185 x 99 mm,paper,"ff. 267, 268, and 269 lacking",,,,,,,,Dated,Some folio numbers extremely faint,text,Theological works|~|Mimars,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 276,Sinai. Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003870996/NLI,726,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z90gqw/manifest,delivery 2
,,"St. Catherine's Monastery, Sinai Arabic 277",Five Mimars by St. Gregory the Theologian,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dr3zrs%2Fbb85sv5b/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1dr3zrs,Work,,,,1101/1200,,12th c.,,"Gregory, of Nazianzus, Saint",,,,,,,Kamil,,,78 ff.,codex,172 x 150 x 22 mm,paper,,,,,,,,,Rubrication,f. 46 ripped,text,Theological works|~|Mimars,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 277,Sinai. Old Collection,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003870997&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,168,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dr3zrs/manifest,delivery 1
,,"St. Catherine's Monastery, Sinai Arabic 279",Commentary on the Song of Songs by St. Gregory of Nyssa,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1j97r4h%2F51477c3x/full/600,/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1j97r4h,Work,,,,1101/1200,,12th c.,,"Gregory, of Nyssa, Saint, approximately 335-approximately 394",,,,,,,Kamil,,,112 ff.,codex,197 x 149 x 39 mm,paper,,,,,,,,,,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 279,Sinai. Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003870998,231,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1j97r4h/manifest,delivery 5.1
,,"St. Catherine's Monastery, Sinai Arabic 281",Commentary on the Book of Genesis by St. John Chrysostom,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1f20336%2F8n272d5t/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1f20336,Work,,,,1225,,1225,,"John Chrysostom, Saint, -407","Anṭākī, ʻAbd Allāh ibn al-Faḍl, -approximately 1052",,,"""Here was completed with the aid of Allah the Most High [the copying of] the explication of our father senior amongst the saints, John Chrysostom, of the First Book of the Torah; and together they are sixty-six treatises, [the completion of] which was on Monday 20 in the month of Ushbāṭ [January–February] in the Year of the World [Anno Mundi] 6731. ‘Abdullah ibn al-Faḍl ibn ‘Abdullah translated it from the Greek language into the Arabic language, and it was copied at Saint Chariton [Pharan] Monastery…"" (f. 384r–385v).",,تمّ بمعونة الله تعالیٰ (f. 385r).,Kamil,Saint Chariton [Pharan] Monastery (f. 385v),,387 ff.,codex,285 x 207 x 116 mm,paper,,,,,,,,,Rubrication|~|Marginalia|~|Colophon|~|Dated,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 281,Sinai. Old Collection,https://www.loc.gov/item/00279384714-ms/,786,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f20336/manifest,delivery 3
,,"St. Catherine's Monastery, Sinai Arabic 282",Commentary on the Book of Genesis by St. John Chrysostom,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1c554gv%2F65737t20/full/600,/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1c554gv,Work,,"John Chrysostom, Saint, -407. Homilies on Genesis",,1278,,1278,,"John Chrysostom, Saint, -407|~|Basil, Saint, Bishop of Caesarea, approximately 329-379|~|Ephraem, Syrus, Saint, 303-373",,,"Followed by miscellaneous items, including Mimar by St. John Chrysostom, two others by St. Ephraem the Great and St. Basil the Great, and the lives of SS. Maximus and Dometius",,,,Kamil,,,210 ff.,codex,278 x 207 x 75 mm,paper,,,,,,,,,Dated,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 282,Sinai. Old Collection,https://www.loc.gov/item/00279384003-ms/,430,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c554gv/manifest,delivery 4.3
,,"St. Catherine's Monastery, Sinai Arabic 283",Commentary on the Book of Genesis by St. John Chrysostom,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz19c81s7%2Ftm96484t/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z19c81s7,Work,,,,1201/1300,,13th c.,,"John Chrysostom, Saint, -407",,,,,,,Kamil,,,256 ff.,codex,278 x 217 x 79 mm,paper,ff. 110–119 lacking,,,,,,,,Rubrication|~|Marginalia,Rodent damage affecting text on ff. 1–5,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 283,Sinai. Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871000/NLI,524,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19c81s7/manifest,delivery 3
,,"St. Catherine's Monastery, Sinai Arabic 284",Commentary on the Gospel of St. Matthew by St. John Chrysostom,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1dj70b8%2Ft462v69c/full/600,/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1dj70b8,Work,,"John Chrysostom, Saint, -407. Homilies on the Gospel of Saint Matthew",,1001/1200,,11th c.,,"John Chrysostom, Saint, -407",,,,,,,Kamil,,,281 ff.,codex,183 x 150 x 66 mm,paper,,,,,,,,,,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 284,Sinai. Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871001,572,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dj70b8/manifest,delivery 5.1
,,"St. Catherine's Monastery, Sinai Arabic 285",Commentary on the Gospel of St. Matthew by St. John Chrysostom in 45 discourses,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz17d4ct1%2F9976wr68/full/600,/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z17d4ct1,Work,,"John Chrysostom, Saint, -407. Homilies on the Gospel of Saint Matthew",,1053,,1053,,"John Chrysostom, Saint, -407",,,,,,,Kamil,,,334 ff.,codex,232 x 170 x 120 mm,parchment,,,,,,,,,Dated,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 285,Sinai. Old Collection,https://www.loc.gov/item/00279383990-ms/,678,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17d4ct1/manifest,delivery 4.3
,,"St. Catherine's Monastery, Sinai Arabic 286","Commentary on the Gospel of St. Matthew by St. John Chrysostom, Part I","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz13n3n1t%2Ftz10w41b/full/600,/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z13n3n1t,Work,,"John Chrysostom, Saint, -407. Homilies on the Gospel of Saint Matthew",,1201/1300,,13th c.,,"John Chrysostom, Saint, -407",,,,,,,Kamil,,,356 ff.,codex,273 x 211 x 110 mm,paper,,,,,,,,,,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 286,Sinai. Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890960/NLI,722,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13n3n1t/manifest,delivery 4.3
,,"St. Catherine's Monastery, Sinai Arabic 287","Commentary on the Gospel of St. Matthew by St. John Chrysostom, Part II","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1zw34h2%2Fvr86kf2w/full/600,/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1zw34h2,Work,,"John Chrysostom, Saint, -407. Homilies on the Gospel of Saint Matthew",,1201/1300,,13th c.,,"John Chrysostom, Saint, -407",,,,,,,Kamil,,,190 ff.,codex,268 x 200 x 74 mm,paper,,,,,,,,,,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 287,Sinai. Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890961/NLI,394,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zw34h2/manifest,delivery 4.3
,,"St. Catherine's Monastery, Sinai Arabic 288","Commentary on the Gospel of St. Matthew by St. John Chrysostom, Part II","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1903732%2F8755sr6s/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1903732,Work,,"John Chrysostom, Saint, -407. Homilies on the Gospel of Saint Matthew",,1213,,1213,,"John Chrysostom, Saint, -407",,,,,,,Kamil,,,154 ff.,codex,268 x 205 x 66 mm,paper,,,,,,,,,Rubrication|~|Dated,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 288,Sinai. Old Collection,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003890962&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,318,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1903732/manifest,delivery 1
,,"St. Catherine's Monastery, Sinai Arabic 29",Psalter (uncomplete),"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1252nhk%2F0v81z73z/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1252nhk,Work,,Bible. Psalms|~|Psalter,,1101/1200,,12th c.,,,,,,,,,Kamil,,,133 ff.,codex,142 x 120 x 38 mm,paper,f. 62 lacking,,,,,,,,Rubrication|~|Marginalia,Rodent damage on all edges and many leaves. Both covers and some leaves loose and brittle.,text,Biblical texts|~|Liturgical texts,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 29,Sinai. Old Collection,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003891582&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,236,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1252nhk/manifest,delivery 1
,,"St. Catherine's Monastery, Sinai Arabic 290","Commentary on the Gospel of St. Matthew by St. John Chrysostom, Part II","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m792x%2Fxf72n938/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z15m792x,Work,,,,1219,,1219,,"John Chrysostom, Saint, -407",,,,"""This [copying of the] holy book was finished … during the day on Friday 14 in the month of Ḥazīrān [June] in [Anno Mundi] 6727, which fell on 29 [difficult to read] …"" (f. 207v).",نبتدي بعون الله و حسن توفيقه نكتب (f. 1r).,نجز هذا الكتاب المقدّس بمعونة ربّنا (f. 207v).,Kamil,,,208 ff.,codex,264 x 187 x 73 mm,paper,,,,f. 207v,,"f. 207v (supplicant inscription), back flyleaf 1v (supplicant inscription)",,,"Rubrication|~|Marginalia|~|Illustration(s)|~|Border(s), Decorative|~|Colophon|~|Dated","Water damage to the bottom half throughout, affecting text on some folia",text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 290,Sinai. Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890964/NLI,430,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m792x/manifest,delivery 3
,,"St. Catherine's Monastery, Sinai Arabic 293","Commentary on the Gospel of St. John by St. John Chrysostom, Part I","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1tt5vbb%2Fw898r184/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1tt5vbb,Work,,,,1245,,1245,,"John Chrysostom, Saint, -407",,,,,,,Kamil,,,293 ff.,codex,220 x 154 x 77 mm,paper,,,,,,,,,Rubrication|~|Marginalia|~|Dated,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 293,Sinai. Old Collection,,592,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tt5vbb/manifest,delivery 4.1
,,"St. Catherine's Monastery, Sinai Arabic 294","Commentary on the Gospel of St. John by St. John Chrysostom, Part II","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q53szb%2Fcq359513/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1q53szb,Work,,,,1201/1300,,13th c.,,"John Chrysostom, Saint, -407",,,,,,,Kamil,,,477 ff.,codex,220 x 150 x 106 mm,paper,190-198 repeats-double sequence,,,,,,,,Rubrication,,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 294,Sinai. Old Collection,,960,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1q53szb/manifest,delivery 4.1
,,"St. Catherine's Monastery, Sinai Arabic 295",Commentary on the Gospel of St. John by St. John Chrysostom,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1th9r01,Work,,,,1101/1300,,12th c.,,"John Chrysostom, Saint, -407",,,,,,,Kamil,,,99 ff.,codex,208 x 143 x 26 mm,paper,,,,,,,,,,Front and back boards lacking,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 295,Sinai. Old Collection,https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871003/NLI,204,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1th9r01/manifest,delivery 2
,,"St. Catherine's Monastery, Sinai Arabic 298",Commentary on the Epistle to the Romans by St. John Chrysostom,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1572gcb%2Fbd45z88h/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1572gcb,Work,,,,1235,,1235,,"John Chrysostom, Saint, -407",,,,,,,Kamil,,,224 ff.,codex,224 x 162 x 98 mm,paper,"ff. 101 to 111, 138, 223 to 234, and 236 to 337 lacking",,,,,,,,Rubrication|~|Dated,"Suffers from damp stain throughout. ff. 54 and 55 were originally stuck together, forcibly opened, and now part of f. 54 adheres to f. 55. Does not open from ff. 189 to 197 all the way to the gutter due to water damage.",text,Theological works|~|Commentaries,ara,right-to-left,Arabic,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 298,Sinai. Old Collection,http://merhav.nli.org.il/primo-explore/fulldisplay?docid=NNL_ALEPH003871006&context=L&vid=NLI&search_scope=Local&tab=default_tab&lang=en_US,458,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1572gcb/manifest,delivery 1
,,"St. Catherine's Monastery, Sinai Arabic 3",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz16t1r0h%2Fcx06nb17/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z16t1r0h,Work,,Bible. Pentateuch,,1358,,1358,,,,,,,بسم الله الرّحمٰن الرّحيم نبتدي بعون الله تعالیٰ بكتب,تمّ سْفر يشوع ابن نون تلميذَ مُوسیٰ. و مانح العطايا و غافر الخطايا و مجزل الخيرات و سابغ النّعم المجد و الاكرام الی الدّهر […]. اللّهم سامح القاري و السّامع و الكاتب و القاني […].,Kamil,,,373 ff.,codex,251 x 185 x 91 mm,paper,,,,,,,,,Rubrication|~|Marginalia|~|Dated,,text,Biblical texts,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 3,Sinai. Old Collection,http://www.loc.gov/item/00279385743-ms/,756,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16t1r0h/manifest,delivery 1
,,"St. Catherine's Monastery, Sinai Arabic 301",Commentary on the Epistle to the Hebrews by St. John Chrysostom,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz15m794t%2F5384z41p/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z15m794t,Work,,,,1201/1300,,13th c.,,"John Chrysostom, Saint, -407",,,,,,,Kamil,,,241 ff.,codex,236 x 165 x 86 mm,paper,f. 157 lacking,,,,,"ff. 1v (supplicant inscription), 8v (donation inscription), 9r (donation inscription cont.), back flyleaf 4r ; Coptic[?] marginalia (f. 8v)",,,Rubrication|~|Marginalia|~|Illustration(s),,text,Theological works|~|Commentaries,ara,right-to-left,Arabic,Naskh,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Arabic 301,Sinai. Old Collection,https://www.loc.gov/item/00279384726-ms/,507,http://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15m794t/manifest,delivery 3
