"File Name","Item Sequence","Title","Descriptive title","Thumbnail URL","viewingHint","Parent ARK","Item ARK","Object Type","AltTitle.other","AltTitle.uniform","Place of origin","Date.normalized","Date binding","Date.creation","Scribe","Author","Associated name","Translator","Contents note","Colophon","Incipit","Explicit","References","Provenance","General note","Format.extent","Form","Format.dimensions","Support","Foliation","Page layout","Hand note","Illustrations note","Inscription","Additions","Binding note","Ink color","Features","Condition note","Type.typeOfResource","Type.genre","Language","Text direction","Writing system","Script","Script note","Rights.statementLocal","Rights contact","Name.repository","Shelfmark","Collection (physical)","Other version(s)","image count","IIIF Manifest URL","delivery"
"","","St. Catherine's Monastery, Sinai Arabic 362.","Sayings of St. Dorotheus. Mimars of different saints","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1wh47rd","Work","","","","1236","","1236","","","","","","","","","Kamil","","","299 ff. ; 959.4 g","codex","178 x 139 x 93 mm","Paper","","","","","","","","","Dated","","text","Theological works|~|Apophthegmata","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 362","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891000","608","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wh47rd/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 363.","Sayings of St. Dorotheus. Different Mimars","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1rv26fd","Work","","","","1262","","1262","","","","","","","","","Kamil","","","250 ff. ; 970.5 g","codex","181 x 145 x 76 mm","Paper","Foliation repeats (ff. 60-69)","",""," Illustration on f.1","","","","","Dated","","text","Theological works|~|Apophthegmata","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 363","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891001","510","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rv26fd/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 366.","Sayings of St. Dorotheus. Different Mimars","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1n31fpj","Work","","","","1201/1300","","13th c.","","","","","","","","","Kamil","","","266 ff. ; 793.6 g","codex","179 x 137 x 68 mm","Paper","","","","","","","","","","","text","Theological works|~|Apophthegmata","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 366","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871025","538","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n31fpj/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 375.","St. Antiochus: Pandectes","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1hb0pwx","Work","","Antiochus, monk of Palestine, active 7th century. Pandektēs","","1101/1300","","12th c.","","Antiochus, monk of Palestine, active 7th century","","","","","","","Kamil","","","224 ff. ; 6742 g","codex","182 x 146 x 60 mm","Paper","","","","","","","","","","","text","Theological works|~|Apophthegmata","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 375","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003890977","456","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hb0pwx/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 381.","St. Antiochus: Pandectes","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1cj9z4m","Work","","Antiochus, monk of Palestine, active 7th century. Pandektēs","","1201/1300","","13th c.","","Antiochus, monk of Palestine, active 7th century","","","","","","","Kamil","","","266 ff. ; 1092.2 g","codex","209 x 154 x 85 mm","Paper","","","","","","","","","","Folios stuck together (ff. 258-259, 261-262), ff. 258v, 259r could not be imaged","text","Theological works|~|Apophthegmata","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 381","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871030","539","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cj9z4m/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 384.","Hundred Problems of St. Barsanuphius ; The Life of St. Bios of Scetis","","paged","ark:/21198/z1bk2gmg","ark:/21198/z17s96d8","Work","","","","1221","","1221","","","Barsanuphius, Saint, active 6th century","","","","","","Kamil","","","210 ff. ; 773.6 g","codex","177 x 144 x 63 mm","Paper","","","","","","","","","Dated","","text","Theological works|~|Apophthegmata","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 384","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003674199","430","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17s96d8/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 410A.","Synaxarium. Second part of Synaxarium from the month of Nisan (April) to Ab (August)","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1418frr","Work","","Synaxarion","","1103","","1103","","","","","","","","","Kamil","","","143 ff. ; 347.9 g","codex","174 x 133 x 41 mm","Paper","","","","","","","","","Dated","","text","Liturgical texts|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 410A","Sinai. Old Collection","https://www.loc.gov/item/0027938846A-ms/","292","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1418frr/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 410B.","Synaxarium. First part of Synaxarium from months of Ilul (September) to Shbat (February)","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1087q1f","Work","","Synaxarion","","1103","","1103","","","","","","","","","Kamil","","","164 ff. ; 483.7 g","codex","179 x 133 x 57 mm","Paper","","","","","","","","","Dated","","text","Liturgical texts|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 410B","Sinai. Old Collection","https://www.loc.gov/item/00279388458-ms/","340","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1087q1f/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 424.","Hymns for the Feasts","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1vm5wz2","Work","","","","1201/1300","","13th c.","","","","","Includes list with the Feasts of the whole year","","","","Kamil","","","96 ff. ; 306.9 g","codex","174 x 133 x 33 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Hymnals","ara","right-to-left","Arabic","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 424","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871425","200","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vm5wz2/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 442.","Paradise of the Fathers","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1qv5574","Work","","","","1201/1300","","13th c.","","","","","Preceded by Kontakion of Our Lady, Life of the Apostle Thomas and a prayer for the dead in different hands","","","","Kamil","","","317 ff. ; 1202.6 g","codex","189 x 145 x 92 mm","Paper","","","","","","","","","","","text","Historical works|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 442","Sinai. Old Collection","https://www.loc.gov/item/00279391044-ms/","644","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qv5574/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 45.","Psalter","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1n6051c","Work","","Bible. Psalms|~|Psalter","","1381","","1381","","","","","Psalms (151) with Kathismata inserted in text","","","","Kamil","","","119 ff. ; 539.1 g","codex","184 x 140 x 55 mm","Paper","","","Latin letters on front board inside","","","","","","Dated","","text","Biblical texts|~|Liturgical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 45","Sinai. Old Collection","https://www.loc.gov/item/00279385937-ms/","249","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1n6051c/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 453.","Varia","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1m34ddc","Work","","","","1101/1200","","12th c.","","Basil, Saint, Bishop of Caesarea, approximately 329-379|~|John Chrysostom, Saint, -407|~|Gregory, of Nazianzus, Saint|~|Epiphanius, Saint, Bishop of Constantia in Cyprus, approximately 310-403","","","The Orthodox Faith according to the Apostles and Oecumenical Councils ; Selection from the works of St. Gregory the Theologian, St. Basil the Great and St. John Chrysostom ; Doctrinal teachings of some Fathers of the Church ; Book of 400 chapters by St. Thalassius ; Treatise on Prophets of the Old Testament ; Treatise on animals and their instincts by St. Epiphanius Archbishop of Cyprus","","","","Kamil","","","133 ff. ; 470.2 g","codex","173 x 173 x 50 mm","Paper","","","","","","","","","","","text","Theological works|~|Apophthegmata","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 453","Sinai. Old Collection","https://www.loc.gov/item/00279391081-ms/","281","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m34ddc/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 488.","Life of St. Onuphrius. Lives of the forty martyrs of Sebastia","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1gb3npn","Work","","","","1201/1300","","13th c.","","","","","","","","","Kamil","","","54 ff. ; 253.9 g","codex","189 x 132 x 26 mm","Paper","","","","","","","","","","","text","Historical works|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 488","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891677","118","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gb3npn/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 497.","Mimar ; Apophthegmata","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1bk2x0s","Work","","","","1001/1100","","11th c.","","","John Chrysostom, Saint, -407","","Two accounts of the Dormition of Our Lady ; Mimar by St. Jacob on Aaron’s death ; Apophthegmata derived from the sayings of SS. Isaiah, Ammon and John Chrysostom","","","","Kamil","","","185 ff. ; 819.7 g","codex","191 x 151 x 73 mm","Paper","","","","","","","","","","","text","Historical works|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 497","Sinai. Old Collection","https://www.loc.gov/item/0027939009A-ms/","380","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bk2x0s/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 516.","An anonymous history of the wars of King Sapor with the Emperor of Byzantium","","paged","ark:/21198/z1bk2gmg","ark:/21198/z16t25bb","Work","","","","901/1100","","10th c.","","","","","","","","","Kamil","","","95 ff. ; 1073.2 g","codex","236 x 180 x 88 mm","Parchment","","","","","","","","","","","text","Historical works","ara","right-to-left","Arabic","Naskh","Kufic influence","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 516","Sinai. Old Collection","https://www.loc.gov/item/00279390209-ms/","197","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16t25bb/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 521.","Lives of SS. Epiphanius Bishop of Cyprus, and John Chrysostom ; Martyrdom of St. Peter Patriarch of Alexandria","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1321dmx","Work","","","","1001/1100","","11th c.","","","Epiphanius, Saint, Bishop of Constantia in Cyprus, approximately 310-403|~|John Chrysostom, Saint, -407","","","","","","Kamil","","","151 ff. ; 440.2 g","codex","190 x 161 x 42 mm","Paper","","","","","","","","","","","text","Historical works|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 521","Sinai. Old Collection","https://www.loc.gov/item/00279390180-ms/","316","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1321dmx/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 522.","Lives of SS. Elias, Sabas, and John of the Golden Gospel","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1zc9mm9","Work","","","","1101/1200","","12th c.","","","","","","","","","Kamil","","","148 ff. ; 728.6 g","codex","190 x 154 x 73 mm","Paper","","","","","","","","","","Heavy deposits of dirt (ff. 118r-124r, 130r, 139r-141r)","text","Historical works|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 522","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003891683","310","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zc9mm9/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 528.","Life of St. John Chrysostom written by George Metropolitan of Alexandria","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1tm8vv4","Work","","","","1201/1300","","13th c.","","","John Chrysostom, Saint, -407","","","","","","Kamil","","","331 ff. ; 1366.4 g","codex","195 x 152 x 97 mm","Paper","","","","","","","","","","","text","Historical works|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 528","Sinai. Old Collection","https://www.loc.gov/item/00279390283-ms/","672","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tm8vv4/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 533.","Thirteen miscellaneous tracts and treatises","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1pv8429","Work","","","","1201/1300","","13th c.","","","Ephraem, Syrus, Saint, 303-373|~|John Chrysostom, Saint, -407|~|Basil, Saint, Bishop of Caesarea, approximately 329-379|~|Gregory, of Nazianzus, Saint","","Story of the massacre of the monks of Mt. Sinai told by St. Nilus ; The works of St. Matthew and his martyrdom ; Selection from the Epistles and Gospels ; Mimars by SS. Ephraem, John Chrysostom, Basil, Gregory the Theologian, and Isaac ; Stories of Moses witnessing God, and the Prophet Elijah carried by fire ; Restoration of the Church of Mt. Sinai","","","","Kamil","","","202 ff. ; 847 g","codex","185 x 146 x 72 mm","Paper","","","","","","","","","","","text","Historical works|~|Martyrologies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 533","Sinai. Old Collection","https://www.loc.gov/item/00279390350-ms/","413","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pv8429/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 534.","Kontakion and Church readings","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1k37c9f","Work","","","","1201/1300","","13th c.","","","","","Martyrdom and Lives of SS. Sergius and Bacchus, Basil, Martianus, the forty martyrs of Sebastia, Archelides, Thecla, Pantaleon and Hermolaus and their companions, Theodore and his companions, Abramius, Cosmas and Damian, “God’s Man”, Mary the Maccabaen, John of the Golden Gospel, and Eustace and Ilaczus ; A letter of Caliph Omar to a monk of China ; Story of Joseph son of Jacob","","","","Kamil","","","350 ff. ; 1090.7 g","codex","173 x 148 x 94 mm","Paper","","","","","","","","","","","text","Historical works|~|Martyrologies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 534","Sinai. Old Collection","https://www.loc.gov/item/00279390349-ms/","710","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k37c9f/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 537.","Martyrdoms ; Mimars","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1fb6mm5","Work","","","","1201/1300","","13th c.","","Basil, Saint, Bishop of Caesarea, approximately 329-379","","","Mimar by St. Basil ; Lives of SS. Arsenius the Great, Menas, Hermogenes, Eugraphus, Hilarion, and Mamas ; The Book of the Miracles of St. Menas by St. Timotheus Archbishop of Alexandria ; Martyrdom of St. Mamas","","","","Kamil","","","209 ff. ; 796 g","codex","204 x 150 x 52 mm","Paper","","","","","","","","","","","text","Historical works|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 537","Sinai. Old Collection","https://www.loc.gov/item/00279390313-ms/","424","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fb6mm5/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 550.","Paradise of the Fathers","","paged","ark:/21198/z1bk2gmg","ark:/21198/z19k5vxw","Work","","","","1201/1300","","13th c.","","","","","","","","","Kamil","","","299 ff. ; 993.6 g","codex","182 x 140 x 94 mm","Paper","","","","","","","","","","Folios glued together (ff. 265-267)","text","Historical works|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 550","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871427","608","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19k5vxw/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 553.","Varia","","paged","ark:/21198/z1bk2gmg","ark:/21198/z15t546z","Work","","","","1182","","1182","","","Macarius, the Egyptian, Saint, active 4th century|~|John Chrysostom, Saint, -407|~|Ephraem, Syrus, Saint, 303-373","","Twenty-four tracts and treatises of miscellaneous nature, divisible into the following categories: 1 - Theological debate, the Orthodox Creed, list of the great Prophets, philosophers’ prophecies, the Passion of Our Lord, and a selection of testimonies derived from the Old and New Testaments. 2 - Story of a monk from China and some jurists. 3 - Stories from the Lives of Saints and Church Fathers, some anonymous, others mentioned by name, as SS. Verosius, Philip the Apostle, Mark of Scetis, and the Seven Youths of Ephesus. 4 - Apophthegmata and Mimars by SS. Macarius, John Chrysostom and Ephraem the Syrian. 5 - An Encomium to Our Lady","","","","Kamil","","","152 ff. ; 538 g","codex","179 x 142 x 48 mm","Paper","","","","","","","","","Dated","","text","Theological works|~|Apophthegmata","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 553","Sinai. Old Collection","https://www.loc.gov/item/0027939043A-ms/","314","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15t546z/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 557.","Paradise of the Fathers","","paged","ark:/21198/z1bk2gmg","ark:/21198/z12532x9","Work","","","","1201/1300","","13th c.","","","","","","","","","Kamil","","","315 ff. ; 1230.4 g","codex","193 x 148 x 100 mm","Paper","","","","","","","","","","","text","Historical works|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 557","Sinai. Old Collection","https://www.loc.gov/item/00279390520-ms/","644","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12532x9/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 562.","Prayers","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1xd2kc4","Work","","","","1291","","1291","","","","","","","","","Kamil","","","127 ff. ; 513 g","codex","194 x 151 x 46 mm","Paper","","","","","","","","","Dated","Rodent damage (ff. 1-8); Front cover damaged","text","Liturgical texts","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 562","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871428","263","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xd2kc4/manifest","delivery 5.1"
"","","St. Catherine's Monastery, Sinai Arabic 564.","Paradise of the Fathers","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1sn1tmz","Work","","","","1201/1300","","13th c.","","","","","","","","","Kamil","","","371 ff. ; 1412.9 g","codex","231 x 172 x 98 mm","Paper","","","","","","","","","","","text","Historical works|~|Hagiographies","ara","right-to-left","Arabic","Naskh","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 564","Sinai. Old Collection","https://www.nli.org.il/en/manuscripts/NNL_ALEPH003871429","751","https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1sn1tmz/manifest","delivery 5.1"
