"File Name","Item Sequence","Title","Descriptive title","Thumbnail URL","Related","viewingHint","Parent ARK","Item ARK","Object Type","AltTitle.other","AltTitle.uniform","Undertext Objects","Overtext Manuscript","Place of origin","Date.normalized","Date.creation","Scribe","Author","Associated Name","Contributors","Contents note","Contents","Colophon","Incipit","Explicit","References","Provenance","General note","Format.extent","Format.weight","Form","Format.dimensions","Folio dimensions","Support","Foliation","Collation","Page layout","Hand note","Illustrations note","Inscription","Additions","Binding note","Binding condition","Ink color","Features","Condition note","Type.typeOfResource","Type.genre","Language","Text direction","Writing system","Script","Script note","Rights.statementLocal","Rights contact","Name.repository","Shelfmark","Collection","Other version(s)","IIIF Manifest URL","delivery","image count","Viscodex"
"","","Sinai, St. Catherine’s Monastery, Georgian NF M 90","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1mg8qqf/0,1022,6132,6132/150,150/0/default.jpg","Georgian NF M 90 originally formed one unit with Georgian NF M 84 (https://sinaimanuscripts.library.ucla.edu/catalog/ark%3A%2F21198%2Fz14m9dms)","paged","ark:/21198/z1bk2gmg","ark:/21198/z1tb24tz","Work","","Sayings of the Desert Fathers","John Chrysostom. Homilies on the Koimesis of the Holy Virgin (Georgian, Asomtavruli, ca. 9th-10th c. CE), ff. 1–2, 7–8, 11–14|~|Haemeti Psalter (Georgian, Asomtavruli, ca. 8th c. CE), ff. 1–18, 23, 24, 26r–27, 38|~|Khanmeti Gospel of Matthew (Georgian, Asomtavruli, ca. 6th-7th c. CE), ff. 30–37|~|Khanmeti Mravaltavi (Georgian, Asomtavruli, ca. 7th c. CE), ff. 19–22, 25, 28–29|~|Life of St. Febronia (Georgian, Asomtavruli, ca. 9th-10th c. CE), ff. 26–27, 30r, 30–37|~|Unidentified Homily or Hagiography (Georgian, Asomtavruli, ca. 9th-10th c. CE), ff. 3–6, 9–10, 15–18, 23–24, 38","","","1001/1100","11th c.  CE","","","","","","","","","","Aleksidze, et al.","","","38 ff.","","Quire(s)","148 x 114 mm","83 x 114 mm","Parchment","The present sequence of the leaves does not follow the original order","Quire 1: 3x1+1x2+3x1 (8), Quire 2: 1x8 (16), Quire 3: 1x8 (24), Quire 4: 5x1 (29), Quire 5: 1x4 (33), Quire 6: 1x4+1 (38)|~|Quires 2 and 3 are attached","","","","","","","","black","Palimpsest|~|Multispectral Imaging","Unbound combination of single folios and quires; most folios are fragmentary","text","Apophthegmata","geo","","Georgian","Nuskhuri","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Georgian NF M 90","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1tb24tz/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Georgian NF frag 68a","Alexander of Cyprus, On the Invention of the Cross","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz10v8vhm/0,1022,6132,6132/150,150/0/default.jpg","This fragment was originally part of Tsagareli 93+92, which is now divided between Princeton (Garrett 24), Göttingen (Syr. 19, 23-25), and Birmingham (Mingana Georgian 4); Georgian NF M 20 comprises 23 folios of this manuscript, which was also copied by Ioane Zosime and dated 986, cf. Aleksidze, et al., p. 393-395","paged","ark:/21198/z1bk2gmg","ark:/21198/z1960050","Work","","","Ephrem Graecus. On the Antichrist (CPA, 6th-7th c. CE), f. 1","","Saint Catherine's Monastery","986","986  CE","","","","","","","","","","Brock 2012","","","1 ff.","","Fragment","145 x 106 mm","145 x 106 mm","Parchment","","","","The manuscript has been copied by the scribe Ioane Zosime","","","","","Binding absent","black","Palimpsest|~|Dated|~|Multispectral Imaging","The parchment is fragile; all four sides are now irregular, with some splitting to the parchment along the ruled lines of the undertext, and losses to the inner areas of the leaf; dirt adheres to areas of the verso","text","Hagiographies","geo","","Georgian","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Georgian NF frag 68a","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1960050/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Georgian NF frag 72a","Unidentified","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1zk5zcv/1022,0,6132,6132/150,150/0/default.jpg","This is a possible additional bifolio of Georgian NF M 59 (https://sinaimanuscripts.library.ucla.edu/catalog/ark%3A%2F21198%2Fz18d059m), based on size of bifolios, texture and color of parchment, and appearance of overtext; but whereas the undertext of Georgian NF M 59 (https://sinaimanuscripts.library.ucla.edu/catalog/ark%3A%2F21198%2Fz18d059m) is Armenian, the undertext of this bifolio is Greek","paged","ark:/21198/z1bk2gmg","ark:/21198/z15d97g5","Work","","","Unidentified (Greek, Minuscule, second half 10th c. CE), ff. 1–2","","","","n.d.","","","","","Possibly related to contents of Georgian NF 59 (Liturgical collection)","","","","","","","","2 ff.","","Bifolium","112 x 91 mm","112 x 91 mm","Parchment","","","","","","","","","Binding absent","black","Palimpsest|~|Multispectral Imaging|~|Unidentified Text","The parchment is stained, dark, and brittle, with losses to each of the edges, and to inner areas of the leaf as well","text","","geo","","Georgian","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Georgian NF frag 72a","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz15d97g5/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Georgian NF frag 73a","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz10293t0/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/r2sf2t3c","Work","Menaion by Mikael Modrekili (4th December)","Menaia","Unidentified Theological Text (Arabic, 10th-11th c. CE), ff. 1, 2v, 3|~|Unidentified Christian Poem (Greek, Sloping pointed majuscule, mid 6th- mid 7th c. CE), ff. 1–4","","","","n.d.","","","","","","","","","","","","","4 ff.","","Folium","","","Parchment","","","","","","","","","Binding absent","","Palimpsest|~|Multispectral Imaging","Three detached leaves and one small fragment","text","Liturgical texts|~|Hymnals","geo","","Georgian","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Georgian NF frag 73a","New Finds","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fr2sf2t3c/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek 2053","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz18k86rm/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1ks7pg9","Work","Excerpts from Scripture (Acts and Epistles)","Bible. Acts|~|Bible. Epistles","Anthology of Psalms (Greek, Sloping pointed majuscule, 9th c. CE), ff. 1, 2r, 3–16|~|Liturgical hymns (Greek, Sloping pointed majuscule, 9th c. CE), ff. 25–28|~|Synaxarion (Greek, Minuscule, 9th c. CE), ff. 17–24","","","1201/1300","13th c.   CE","","","","","","","","","","Kamil","","","34 ff.","","Codex","101 x 74 x 13 mm","101 x 74 mm","Parchment|~|Paper","","1+1 (2); Quire 1: 1x2 (4); Quire 2-3: 2x6 (16); Quire 4: 1x8 (24); Quire 5: 1x4 (28); Quire 6: 1x8-2 (34)|~|Last quire is paper","","","","","","","Sewing intact, but boards missing and spine uncovered","black; initials and titles in red","Palimpsest|~|Rubrication|~|Initial(s), Decorated|~|Multispectral Imaging","Opens easily, but an imperfect glue repair at ff. 4v/5r is causing f. 4 to tear | Discoloration through use in lower outer edges","text","Biblical texts","grc","","Greek","Greek minuscule|~|Greek majuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek 2053","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1ks7pg9/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek 212","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz14b3sm9/0,902,5412,5412/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z17m15vx","Work","","Evangelion","Psalter (Greek, Round majuscule, 8th c. CE), ff. 1–114","","","801/900","9th c.  CE","","","","","","","","","","Gardthausen|~|Kamil|~|Aland","","","114 ff.","","Codex","146 x 117 x 44 mm","146 x 117 mm","Parchment","Pencil foliation in top right | Mistakes in foliation from ff. 104-114, with attempted corrections: f. 107 originally numbered 106, consecutive folios were numbered and corrected accordingly","Quire 1: 1x8 (8); Quire 2: 1x8 (16); Quire 3: 1x6+1+1 (24); Quire 4: 1x8 (32); Quire 5: 1x6+1+1 (40); Quire 6: 1x8 (48); Quire 7: 1x6+1+1 (56); Quires 8-12: 5x8 (96); Quire 13a: 2x1 (98); Quire 13b: 1x6+1+1 (106); Quire 14: 1x8 (114)|~|Quires numbered 1 to 14 by scribe in top right; quire 13 numbered twice, on ff. 97 and 99, here distinguished as quire 13a and quire 13b","","","","","","","Binding absent","black; initials and titles in red","Palimpsest|~|Rubrication|~|Initial(s), Decorated|~|Marginalia|~|Multispectral Imaging","Individual quires; quires 1-9 unsewn, quires 10-13a (ff. 73-98) barely attached, and quires 13b-14 (ff. 99-114) unsewn ","text","Liturgical texts|~|Lectionaries|~|Biblical texts|~|Gospel books","grc|~|ara","","Greek|~|Arabic","Greek majuscule","Large, angular, slightly inclined uncial, with accents and breathings","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek 212","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz17m15vx/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek 446","Discourses on Asceticism","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1cz41bc/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z13v0f52","Work","","","John Chrysostom. Homilies 1-67 on Genesis (Greek, Sloping pointed majuscule, mid 9th-mid 10th c. CE), ff. 1–20|~|Collection of liturgical hymns (Greek, Minuscule, 9th c. CE), ff. 68–135, 140–170, 171v–204|~|Liturgical text (the blessing of the waters for Epiphany?) (Greek, Sloping pointed majuscule, mid 9th-mid 10th c. CE), ff. 21–58, 60–67, 136–139","","","1201/1400","13th-14th c.  CE","","","","","","","","","","Gardthausen|~|Kamil","","","204 ff.","","Codex","166 x 125 x 107 mm","152 x 105 mm","Parchment","The number 59 was omitted in the foliation sequence; f. 58 is foliated '58+59', with the following leaf foliated as number 60","Quire 1: 1x8 (8), Quire 2: 1x4 (12), Quires 3 to 5: 3x8 (36), Quire 6: 1x6 (42), Quires 7 to 9: 3x8 (67; there is no number 59 in the foliation sequence), Quire 10: 1x10 (77), Quires 11 to 18: 7x8 (133), Quire 19: 1x6+1 (I140), Quires 20 to 25: 6x8 (188), Quire 26: 1x6+1+1 (196), Quire 27: 1x8 (204)|~|Each quire was numbered in the center of the lower margin on the concluding verso and the following recto, using the letters of the Greek alphabet, to ensure proper order when the manuscript was bound","","","","","","The original sewn book block (sewn on only three cords), and the original boards have been recently rebound with new headband and footband, the whole covered in a deep red polished calfskin of cheap quality, the inside of each board lined in modern paper, in contradistinction to Byzantine binding techniques; the metal post in the middle of the top board was retained, but no attempt was made to replicate the braided cord and loop that would have attached to this from the bottom board, providing the manuscript with a slight pressure when closed","The modern headband and footband have already broken because of the lack of flexibility in the binding","black","Palimpsest|~|Multispectral Imaging","All leaves palimpsested, some stitched together from two separate leaves of parchment | The parchment varies in color, thickness, and quality, because the leaves were taken from several different original manuscripts; the leaves are irregular in size, since they were left untrimmed after binding","text","Theological works","grc","","Greek","Greek minuscule","A few large initials at the beginning of sections","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek 446","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz13v0f52/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek 468","Paterikon","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1f7778g/0,902,5412,5412/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1029pgj","Work","","","John Chrysostom?. Homily on the Rich and the Poor? (Arabic, Naskh, Maghribi, late 10th-early 11th c. CE), ff. 28–29|~|John of Damascus?. Homily on the Dormition of the Virgin Mary? (Arabic, Naskh, Maghribi, late 10th-early 11th c. CE), ff. 5–27, 30–32|~|Hesychius of Jerusalem and Gregory of Nazianzus. Fragments of homilies (Greek, Sloping pointed majuscule, late 10th c. CE), ff. 111–118, 120, 124|~|John Chrysostom. Homily on Genesis (Greek, Sloping pointed majuscule, late 11th-early 12th c. CE), ff. 128–131|~|Collection of tropologia with kanons (Greek, Sloping pointed majuscule, ca. mid 9th c. CE), ff. 71–110, 119, 121–123, 125–127|~|Collection of tropologia with kanons of hymns (Greek, Minuscule bouclée, late 9th-early 10th c. CE), ff. 33–70|~|Prayers and praises for the mother of John Prodromos, the Virgin Mary and Jesus Christ (Greek, Sloping pointed majuscule, 12th c. CE), ff. 132–134r","","","1201/1400","13th-14th c. CE","","","","","","","","","","Gardthausen","","","134 ff.","","Codex","160 x 115 x 49 mm","153 x 115 mm","Parchment|~|Paper","Pencil foliation beginning with pastedown (f. 1v); foliation of parchment leaves begins with f. 5r","flyleaf+1x2+1 (4, paper), Quires 1-2 : 2x10 (24), Quire 3 : 1x8 (32), Quire 4 : 1x10 (42), Quires 5-7 : 3x8 (66), Quire 8 : 1x4 (70), Quires 9-14 : 6x8 (118), Quire 15 : 1x6 + 1 (125), Quire 16 : 1x2+1x4 (131); 1x2+pastedown (134, paper)","","","","","","Leather on wood, Greek binding; paper fly leaves in front and back","Broken leather spine","black","Palimpsest|~|Multispectral Imaging","","text","Apophthegmata","grc","","Greek","Greek minuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek 468","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1029pgj/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek 699","Akolouthiai","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz19w0z1p/0,902,5412,5412/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z11n8grf","Work","","","John Chrysostom. Homily on Lazarus (Greek, Sloping pointed majuscule, 9th c. CE), ff. 50, 56|~|John Chrysostom. Homily on the death of the Lord, on the Mother of God and on Symeon (Greek, Sloping pointed majuscule, 9th c. CE), ff. 52, 54|~|John Chrysostom (?). Unidentified Homily (Greek, Sloping pointed majuscule, 9th c. CE), ff. 51, stub+53, 53, 55|~|Heirmologion (Greek, 9th c. CE), ff. 73–76, stub+77, 77–80, stub+81|~|Pentekostarion (Greek, Minuscule, 11th c. CE), f. 81|~|Triodion (Greek, Sloping pointed majuscule, 8th c. CE), ff. 57-58, stub+59, 59-63, stub-63, 64-66, stub+67, 67, stub a-67, stub b-67, 68, stub+69, 69-72","","","1301/1400","14th c.  CE","","","","","","","","","","Gardthausen","","","143 ff.","","Codex","160 x 140 x 44 mm","152 x 118 mm","Paper|~|Parchment","Consecutive pencil foliation in large numbers at center top, followed here; parchment ff. 50-81 also carry small numbers in upper right","Quire 1: 1x6+1 (56), Quire 2: 1x6+1+1 (64), Quire 3: 1+1+1 (67), Quire 4: 1x4+1 (72), Quire 5: 1x6+1+1+1 (81)|~|All single folios (except f. 81v) have stubs as their conjoins | Ff. 50 to 81 are parchment and palimpsest, the rest are paper; quire structure only indicated for palimpsested folios (ff. 50 to 81)","","","","","","Spine is leather on fabric","Fraying; front and back covers missing","black-brown","Palimpsest|~|Multispectral Imaging","Bound quires","text","Liturgical texts","grc","","Greek","Greek minuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek 699","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz11n8grf/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek 925","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1m6232f/0,902,5412,5412/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1s477kk","Work","","Kontakarion","Stichera from the Parakletike (Greek, Greek minuscule, 10th c. CE), ff. 80v–87","","","901/1100","10th-11th c.  CE","","","","","Palimpsest from ff. 80-87 (quire 11)","","","","","Gardthausen|~|Kamil","","","118 ff.","","Codex","170 x 140 x 47 mm","170 x 140 mm","Parchment","","Quire 11: 1+6x1+1 (80 and 82 are single-folios)|~|Quire numbering by scribe | Quire structure only indicated for palimpsested folios","","Change in scribal hand in overtext from ff. 80-87","","","","Upper board is leather on wood; internal cover is parchment with ruling lines and attached fabric","Lower board missing; detached block of quires","light-brown","Palimpsest|~|Multispectral Imaging","Unbound quires, ff. 1-56, 103-118 (end); bound quires from ff. 57-102","text","Liturgical texts|~|Hymnals","grc","","Greek","Greek minuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek 925","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1s477kk/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek 929","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1qz2tth/0,1022,6132,6132/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1nc6gtd","Work","","Heirmologion","Unidentified (Arabic), front pastedown|~|Lectionary (Greek, Sloping majuscule, 10th-early 11th c. CE), front pastedown, ff. 1–29, stub-30, 30–165","","","1318/1350","1318 or 1350  CE","","","","","","","Colophon gives the date as 1318 or 1350 CE","","","Gardthausen|~|Kamil|~|Balageorgos and Kriticou","","","165 ff.","","Codex","160 x 100 x 63 mm","145 x 95 mm","Parchment","","Pastedown+flyleaf (1). Quires 1-3: 3x8 (25), Quire 4: 1x6+1 (32), Quires 5-12: 8x8 (96), Quire 13: 1+1x6 (103), Quires 14-20: 7x8 (159), Quire 21: 1x6 (165)|~|Recent quire numbering in pencil at beginning of each quire on bottom right","","","","","","Leather on wood; metal stud extrudes from center edge of front cover; holes for fastening device on back cover","Spine cover partially detached at top end; quires partially detached from spine","black","Palimpsest|~|Colophon|~|Dated|~|Multispectral Imaging","","text","Liturgical texts","grc","","Greek","Greek minuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek 929","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1nc6gtd/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek 930","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1ng5m90/0,902,5412,5412/150,150/0/default.jpg","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1v9962j","Work","","Heirmologion","Unidentified (Arabic), ff. 7r, 12v, 13, 14r, 15, 20, 21r, 22r, 23r, 26r, 27r, 28, 29r, 30–35, 36r, 37r, 39r, 40–42, 43v, 44, 45v, 46–56r, 57–66r, 67–70, 71v, 72, 73v, 74r, 75v, 76, 79, 82r, 83–94r, 95–100, 101r, 102v, 103v, 104–111, 112v, 113–117r, 118r, 119, 120v|~|Judeo-Arabic translation of Exodus (Arabic, Kufic, 10th or 11th c. CE), ff. 2–5, 7v, 12r, 22v, 23v, 26v, 27v, 56v, 66v, 73r, 101v, 102r, 112r|~|Judeo-Arabic translation of Genesis (Arabic, Kufic, 10th or 11th c. CE), ff. 1, 6, 8–11, 14v, 16–19, 21v, 24–25, 29v, 36v, 37v, 38, 39v, 43r, 45r, 61r, 68v, 71r, 74v, 75r, 77, 78, 80–81, 82v, 94v, 103r, 109v, 117v, 118v, 120r","","","1301/1400","14th c. CE","","","","","","","","","","Gardthausen","","","128 ff.","","Codex","151 x 122 x 66 mm","149 x 126 mm","Parchment|~|Paper","","Quire relations are difficult to determine, but can be established as follows: Quire 1 (6), Quire 2 (12), Quire  3 (21), Quire 4 (29), Quire 5 (35), Quire 6 (41), Quire 7 (49), Quire 8 (57), Quire 9 (66), Quire 10 (75), Quire 11 (81), Quire 12 (89), Quire 13 (99), Quire 14 (106), Quire 15 (114), Quire 16 (120), Quire 17 (paper, 128)","","","","","","Leather on wood, with stud holes on center of upper and lower outer boards; tooled lines on upper cover; incisions (secondary) on upper and lower covers; wooden peg extrudes from center of outside of upper board; remnant of leather loop on center of lower board; pastedowns of dark blue linen fabric on inner covers; total of seven metal studs along narrow edges of upper and lower boards","Binding intact with boards present and spine covered |~| Repair of outer board with tape; remnants of several repairs with glue","black; initials and titles in red","Palimpsest|~|Rubrication|~|Initial(s), Decorated|~|Multispectral Imaging","Codex with multiple signs of repair","text","Liturgical texts","grc|~|ara","","Greek|~|Arabic","Greek minuscule","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek 930","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1v9962j/manifest","delivery sppms","",""
"","","Sinai, St. Catherine’s Monastery, Greek 960","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz11g159h/0,1022,6132,6132/150,150/0/default.jpg","Greek 960, Greek NF M 11, Greek NF M 22, and Greek NF M 79 originally belonged to the same manuscript","paged","ark:/21198/z1bk2gmg","ark:/21198/z1hm5r33","Work","","Euchologion","Liturgy of Basil the Great (Greek, Minuscule, 12th-13th c. CE), ff. 91–106, 141–147|~|Sticherarion with Coislin Musical Notation (Greek, Minuscule, seond half 11th c. CE), ff. 9–50, 51, 51a, 52–90, 119–124, 148–154","","Cyprus or Syria/Palestine","1151/1200","Second half 12th c.  CE","","","","","","","","","","Gardthausen|~|Kamil|~|Rossetto","","","155 ff.","","Codex","160 x 150 x 70 mm","150 x 142 mm","Parchment","Pencil foliation in bottom outer margin; incorrect sequence for ff. 50, 51, 51a, 52","Quires 1-3: 3x8 (24); Quire 4: 1x6+1 (31); Quire 5-7 (incl. fol. 51a): 3x8 (54); Quire 8: 1x6 (60); Quire 9-10: 2x8 (76); Quire 11: 1x6+1( 83); Quire 12: 1x6 (89); Quire 13: 1x8+1 (98); Quire 14: 1x8 (106); Quire 15: 1x4 (110); Quire 16: 1x8 (118); Quire 17: 1x4+1+1 (124); Quire 18-19: 2x8 (140); Quire 20: 1x4+1+1 (146), singleton (147); Quire 21: 1x6+1 (154)","","","Decorative bars in red and blue","","","Fabric cover at front and back","Broken binding with several detached quires in first third; boards missing","black-brown; initials in red","Palimpsest|~|Rubrication|~|Decoration, Geometric|~|Initial(s), Decorated|~|Multispectral Imaging","","text","Liturgical texts","grc","","Greek","Greek minuscule","Loose upright minuscule with pronounced ligatures","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Greek 960","Old Collection","","https://sinai-images.library.ucla.edu/iiif/ark:%2F21198%2Fz1hm5r33/manifest","delivery sppms","",""
