File Name,Item Sequence,Title,Descriptive title,Thumbnail URL,viewingHint,Parent ARK,Item ARK,Object Type,AltTitle.other,AltTitle.uniform,Place of origin,Date.normalized,Date.creation,Scribe,Author,Associated name,Contributors,Contents note,Colophon,Incipit,Explicit,References,Provenance,General note,Format.extent,Format.weight,Form,Format.dimensions,Support,Foliation,Page layout,Hand note,Illustrations note,Inscription,Additions,Binding note,Ink color,Features,Condition note,Type.typeOfResource,Type.genre,Language,Text direction,Writing system,Script,Script note,Rights.statementLocal,Rights contact,Name.repository,Shelfmark,Collection,Other version(s),IIIF Manifest URL,delivery,image count,Viscodex
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 41",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2Fj089fj6p/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1df8hbt,Work,,Evangelion,,1252,1252 CE,,,,,,,,,Philothée,,,15 ff.,95.0 g,Quire(s),242 x 203 x 33.0 mm,Parchment,,,,,,,,,Dated,,text,Liturgical texts|~|Gospel books|~|Biblical texts,cpa,right-to-left,Syriac,Melkite,Christian-Palestinian script (Aramaic Melkite),Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 41,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1df8hbt/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 42",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2Fc8723z38/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z18p7rqf,Work,,Evangelion,,,n.d.,,,,,,,,,Philothée,,,8 ff.,37.1 g,Quire(s),238 x 180 x 10.0 mm,Parchment,,,,,,,,,,,text,Liturgical texts|~|Gospel books|~|Biblical texts,cpa,right-to-left,Syriac,Melkite,Christian-Palestinian script (Aramaic Melkite),Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 42,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz18p7rqf/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 60",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2Fht924p89/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z14x711z,Work,Book of hours,Horologion|~|Octoechos,,1201/1300,13th c. CE,,,,,,,,,Philothée,,,14 ff.,24.3 g,Quire(s),105 x 94 x 15.0 mm,Parchment,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Melkite,"Syriac Melkite script, circa 11th century",Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 60,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz14x711z/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 61",Life of Antony,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1156883%2F1x26mh8n/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1156883,Work,,Bar Hebraeus' Book of the Pupils of the Eyes,,701/800,8th c. CE,,"Gregorius bar Hebraeus, 1225/6-1286",,,"Also contains fragment of translation of Eulogios, patriarch of Alexandria ",,,,Philothée,,,3 ff.,8.5 g,Folium|~|Bifolium,164 x 118 x 4.0 mm,Parchment,,,,,,,,,,,text,Theological works,syc,right-to-left,Syriac,Serto,"Nice sloping and regular serto, circa 13th century",Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 61,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1156883/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 62",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2F1p68dn4s/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1wd5rqh,Work,"Liturgy (St. John Chrysostom?), with transcription from Greek into Syriac",Liturgy of Saint John Chrysostom,,1260,1260 CE,,,,,,,,,Philothée,,,32 ff.,135.7 g,Codex,145 x 145 x 25.0 mm,Parchment,,,,,,,,,Dated,,text,Liturgical texts,syc,right-to-left,Syriac,Serto,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 62,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1wd5rqh/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 63","Canon of Saint George, martyr","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2Fr9217z49/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1rn510k,Work,Great Octoechos (Parakletiké),Octoechos,,1001/1100,11th c. CE,,,,,"Two different writings on the same subject and two different periods, circa 10th century",,,,Philothée,,,4 ff.,18.1 g,Bifolium,210 x 152 x 7.0 mm,Parchment,,,,,,,,,,,text,Liturgical texts,syc,right-to-left,Syriac,Serto,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 63,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rn510k/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 64",Text of the Pshitta,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2Fn528443g/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1mw48br,Work,,,,801/900,9th c. CE,,,,,,,,,Philothée,,,4 ff.,28.2 g,Bifolium,249 x 190 x 10.0 mm,Parchment,,,,,,,,,Palimpsest,,text,Biblical texts,syc|~|grc|~|cpa,right-to-left,Syriac|~|Greek,Melkite,Two palimpsests in Greek and CPA,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 64,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mw48br/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 65","Homilies of John Chrysostom, circa 7th century","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2Fhz50011m/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1h726x9,Work,,,,701/800,8th c. CE,,"John Chrysostom, Saint, -407",,,,,,,Philothée,,,6 ff.,49.9 g,Quire(s),215 x 154 x 10.0 mm,Parchment,,,,,,,,,,"Very damaged corners (sand, oil) and difficult to read",text,Commentaries|~|Theological works,syc,right-to-left,Syriac,Estrangela,"Regular estrangelo script, superb titles in red",Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 65,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1h726x9/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 66",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2F6s407v95/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1cg1g8w,Work,Fragments of St. Paul's Epistles (?),Bible. Epistles of Paul,,801/1000,9th-10th c. CE,,,,,,,,,Philothée,,Palimpsest (Syriac) writing on two columns written opposite to the upper text perpendicularly and meeting in the center ,8 ff.,42.6 g,Quire(s),190 x 125 x 7.0 mm,Parchment,,,,,,,,,Palimpsest,,text,Biblical texts,syc,right-to-left,Syriac,Estrangela,"Estrangelo script, circa 7th century",Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 66,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cg1g8w/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 67",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2Fj966qv8r/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z17q0qnh,Work,,Commentary on Genesis by St. Ephrem,,501/600,6th c. CE,,"Ephrem the Syrian, Saint, 303-373",,,,,,,Philothée,,,8 ff.,53.3 g,Quire(s),229 x 151 x 8.0 mm,Parchment,,,,,,,,,,,text,Commentaries|~|Theological works,syc,right-to-left,Syriac,Estrangela,Perfect estrangelo script,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 67,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz17q0qnh/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 68",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2Fb087vw9z/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z13x9zvb,Work,Acts of the apostles,Bible. Acts,,501/700,6th-7th c. CE,,,,,,,,,Philothée,,,1 ff.,4.7 g,Fragment,129 x 194 x 0.5 mm,Parchment,,,,,,,,,,,text,Biblical texts,syc,right-to-left,Syriac,Estrangela,"Beautiful Estrangelo, circa 5th century",Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 68,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz13x9zvb/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 69","Liturgical office, baptism",,paged,ark:/21198/z1bk2gmg,ark:/21198/z1059738,Work,,,,1201/1300,13th c. CE,,,,,,,,,Philothée,,Palimpsest in Syriac,6 ff.,20.3 g,Quire(s),176 x 114 x 8.0 mm,Parchment,,,,,,,,,Palimpsest,,text,Liturgical texts,syc,right-to-left,Syriac,Serto,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 69,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1059738/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 71",,,paged,ark:/21198/z1bk2gmg,ark:/21198/z1vd8qk4,Work,,Menaia,,1291,1291 CE,,,,,,,,,Philothée,,,4 ff.,57.9 g,Codex,331 x 243 x 14.0 mm,Parchment,,,,,,,,,Dated,,text,Liturgical texts|~|Hymnals,syc,right-to-left,Syriac,,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 71,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vd8qk4/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 72",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2F08829220/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1qn7zzr,Work,,Euchologion,,1290,1290 CE,,,,,,,,,Philothée,,,8 ff.,31.9 g,Quire(s),168 x 124 x 7.0 mm,Parchment,,,,,,,,,Dated,,text,Liturgical texts,syc,right-to-left,Syriac,Serto,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 72,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qn7zzr/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 74",Fragments of Saint John Chrysostom,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2F8n85dr0z/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1m05xk5,Work,,,,801/900,9th c. CE,,"John Chrysostom, Saint, -407",,,,,,,Philothée,,,6 ff.,31.3 g,Quire(s),213 x 138 x 8.0 mm,Parchment,,,,,,,,,,,text,Theological works,syc,right-to-left,Syriac,Estrangela,"Beautiful Estrangelo script, circa 7th century",Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 74,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1m05xk5/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 75",Homilies of St. Ephrem ,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1g755xq%2Fj666xk2h/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1g755xq,Work,,,,851/950,9th-10th c. CE,,"Ephrem the Syrian, Saint, 303-373",,,,,,,Philothée,,,10 ff.,32.2 g,Quire(s),147 x 106 x 11.0 mm,Parchment,,,,,,,,,,,text,Commentaries|~|Theological works,syc,right-to-left,Syriac,Serto,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 75,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1g755xq/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 76",Sayings of the desert fathers and dates of their lives,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2Fmj84xq7m/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1bg4f7v,Work,,,,932/933,10th c. CE,,,"Simeon Stylites the Younger, Saint, 521-597",,Life of St Simeon Stylite the Younger ; translation made in 828,,,,Philothée,,,1 ff.,4.2 g,Fragment|~|Folium,194 x 126 x 0.5 mm,Parchment,,,,,,,,,,,text,Hagiographies,syc,right-to-left,Syriac,Estrangela,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 76,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1bg4f7v/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 77",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2Fbc76m03v/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z16q3pds,Work,,Psalter,,801/1000,9th-10th c. CE,,,,,,,,,Philothée,,,1 ff.,5.7 g,Folium,176 x 128 x 0.5 mm,Parchment,,,,,,,,,,,text,Liturgical texts|~|Biblical texts,syc,right-to-left,Syriac,Serto,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 77,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz16q3pds/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 78",Prayer book,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2Fsv88pv4c/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z12z2xnm,Work,,Lausiac History by Palladius,,801/900,9th c. CE,,"Palladius of Aspuna, 363/4-",,,,,,,Philothée,,,2 ff.,247.0 g,Codex,264 x 180 x 20.0 mm,Parchment,,,,,,,,,,,text,Hagiographies|~|Liturgical texts,syc,right-to-left,Syriac,Estrangela,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 78,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz12z2xnm/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 80",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2F0h06tm55/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1z62f51,Work,Gospel according to Saint Matthew,Bible. Matthew,,601/800,7th-8th c. CE,,,,,,,,,Philothée,,,1 ff.,9.9 g,Folium,244 x 160 x 0.5 mm,Parchment,,,,,,,,,,,text,Biblical texts,syc,right-to-left,Syriac,Estrangela,"Beautiful, wide estrangelo",Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 80,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1z62f51/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 81","Instructions, by Dionysius the Areopagite","https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2F01180j2f/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1tf1ph6,Work,,,,601/800,7th-8th c. CE,,,,,The beginning of Sergius of Resh'aina's Treatise on the Spiritual Life ,,,,Philothée,,,8 ff.,49.6 g,Quire(s),307 x 194 x 10.0 mm,Parchment,,,,,,,,,,,text,Theological works,syc,right-to-left,Syriac,Estrangela,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 81,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1tf1ph6/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 84",Sayings of the Desert Fathers,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2Fps74q721/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1pr9n4r,Work,,,,501/600,6th c. CE,,,,,,,,,Philothée,,,8 ff.,54.1 g,Quire(s),255 x 166 x 15.0 mm,Parchment,,,,,,,,,,,text,Apophthegmata,syc,right-to-left,Syriac,Estrangela,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 84,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pr9n4r/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 86",Canon of Saint Cyriacus and Julitta his mother,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2F4629q85r/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1k08whp,Work,,,,801/1000,9th c. CE,,,,,,,,,Philothée,,,8 ff.,11.5 g,Quire(s),123 x 82 x 10.0 mm,Parchment,,,,,,,,,Palimpsest,,text,Liturgical texts|~|Hagiographies,syc,right-to-left,Syriac,Serto,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 86,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1k08whp/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 87",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1q25rdg%2Fjj93rb5c/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z1f784sb,Work,,Psalter,,601/800,7th-8th c. CE,,,,,,,,,Philothée,,,1 ff.,2.4 g,Folium,136 x 90 x 0.5 mm,Parchment,,,,,,,,,,,text,Liturgical texts|~|Biblical texts,syc,right-to-left,Syriac,Estrangela,"Large, regular script",Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 87,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz1f784sb/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 88",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2F9n52784q/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z19g7d1k,Work,Gospel according to Saint Matthew,Bible. Matthew,,501/700,6th-7th c. CE,,,,,,,,,Philothée,,,1 ff.,7.1 g,Folium,248 x 162 x 0.5 mm,Parchment,,,,,,,,,,,text,Biblical texts|~|Gospel books,syc,right-to-left,Syriac,Estrangela,,Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 88,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz19g7d1k/manifest,delivery 7.2,,
,,"Sinai, St. Catherine’s Monastery, Syriac NF M 89",,"https://iiif.sinaimanuscripts.library.ucla.edu/iiif/2/ark%3A%2F21198%2Fz1p28qb0%2Fmt02zx0x/full/!200,200/0/default.jpg",paged,ark:/21198/z1bk2gmg,ark:/21198/z15q6n7z,Work,,Bible. Old Testament,,801/900,9th c. CE,,,,,,,,,Philothée,,,5 ff.,31.7 g,Quire(s),272 x 186 x 9.0 mm,Parchment,,,,,,,,,,,text,Biblical texts,syc,right-to-left,Syriac,Estrangela,"Beautiful estrangelo, bold and energetic script",Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.,"To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.",Saint Catherine (Monastery : Mount Sinai),Sinai Syriac NF M 89,New Finds,,https://iiif.library.ucla.edu/ark%3A%2F21198%2Fz15q6n7z/manifest,delivery 7.2,,
