"File Name","Item Sequence","Title","Descriptive title","Thumbnail URL","viewingHint","Parent ARK","Item ARK","Object Type","AltTitle.other","AltTitle.uniform","Place of origin","Date.normalized","Date.creation","Scribe","Author","Associated name","Contents note","Colophon","Incipit","Explicit","References","Provenance","General note","Format.extent","Format.weight","Form","Format.dimensions","Support","Foliation","Page layout","Hand note","Illustrations note","Inscription","Additions","Binding note","Ink color","Features","Condition note","Type.typeOfResource","Type.genre","Language","Text direction","Writing system","Script","Script note","Rights.statementLocal","Rights contact","Name.repository","Shelfmark","Collection (physical)","Other version(s)","IIIF Manifest URL","delivery","image count"
"","","Sinai, St. Catherine’s Monastery, Arabic 573","A modern summary of the Paradise of the Fathers","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1w39jsb","Work","","","","1791","1791","","","","","","","","Kamil","","","136 ff.","184.5 g","codex","156 x 110 x 24.0 mm","Paper","","","","","","","","","Dated","","text","Historical works|~|Hagiographies","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 573","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1w39jsb/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 580","The Universal History of Mahbub ibn Constantine al-Manbi-gī ar-Rūmi, Part I","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1rb8t1k","Work","","","","989","989","","","","","","","","Kamil","","","208 ff.","877.5 g","codex","221 x 174 x 60.0 mm","Paper","","","","","","","","","Dated","","text","Historical works","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 580","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1rb8t1k/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 592","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1mk82bp","Work","","John Chrysostom, Saint, -407. | Homilies on the Epistle to the Hebrews","","1201/1300","13th c.","","John Chrysostom, Saint, -407","","","","","","Kamil","","","150 ff.","787.8 g","codex","261 x 182 x 49.0 mm","Paper","","","","","","","","","","","text","Theological works|~|Commentaries","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 592","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1mk82bp/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 593","Discourses (48) by Theodore","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1gt79nd","Work","The Great Pandectes by St. Nicon","Nikon of the Black Mountain, ca. 1025-ca. 1100. Pandektēs","","1201/1300","13th c.","","Nikon of the Black Mountain, ca. 1025-ca. 1100","","","","","","Kamil","","","158 ff.","582.9 g","codex","225 x 163 x 43.0 mm","Paper","","","","","","","","","","","text","Theological works|~|Apophthegmata","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 593","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1gt79nd/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 611","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1c26jx0","Work","","Horologion","","1601/1700","17th c.","","","","","","","","Kamil","","","97 ff.","151.3 g","codex","155 x 93 x 23.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 611","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1c26jx0/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 619","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1795t4s","Work","","Octoechos","","1601/1800","17th c.","","","","","","","","Kamil","","","155 ff.","284.2 g","codex","160 x 114 x 36.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Hymnals","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 619","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1795t4s/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 674","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z13n3rvt","Work","","Horologion","","1601/1700","17th c.","","","","","","","","Kamil","","","303 ff.","786.3 g","codex","180 x 135 x 60.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 674","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz13n3rvt/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 679","Six discourses on Priesthood derived from debates between St. Basil and St. John Chrysostom","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1zw38bg","Work","","","","1201/1300","13th c.","","","Basil, Saint, Bishop of Caesarea, approximately 329-379|~|John Chrysostom, Saint, -407","","","","","Kamil","","","109 ff.","663.5 g","codex","222 x 156 x 37.0 mm","Paper","","","","","","","","","","","text","Theological works|~|Apophthegmata","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 679","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1zw38bg/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 68","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1v42hm2","Work","Four Gospels","Bible. Gospels","","1301/1400","14th c.","","","","","","","","Kamil","","","407 ff.","472.3 g","codex","149 x 114 x 59.0 mm","Paper","","","","","","","","","","","text","Biblical texts|~|Gospel books","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 68","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1v42hm2/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 684","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1qc1rxs","Work","St. Nicon’s Great Pandect","Nikon of the Black Mountain, ca. 1025-ca. 1100. Pandektēs","","1303","1303","","Nikon of the Black Mountain, ca. 1025-ca. 1100","","Second part beginning with Discourse 34 and ending with discourse 63","","","","Kamil","","","335 ff.","2678.9 g","codex","280 x 209 x 105.0 mm","Paper","f.321-327 repeats","","","","","","","","Dated","","text","Theological works|~|Apophthegmata","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 684","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1qc1rxs/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 687","Account book","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1km118r","Work","","","","1601/1700","17th c.","","","","Codex consists of a record of arrival of couriers, receipt of goods and chattels, payments, some current affairs and a considerable number of treaties with the Arab tribes of Mt. Sinai","","","","Kamil","","","110 ff.","344.5 g","codex","205 x 144 x 34.0 mm","Paper","","","","","","","","","","f.39-41, 42-43, 44-45, 48-49 glued together, Unglued for imaging","text","Account books","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 687","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1km118r/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 688","Account book","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1fv08hk","Work","","","","1574/1682","16th c.","","","","Codex consists of a record of arrival of couriers, receipt of goods and chattels, payments, some current affairs and a considerable number of treaties with the Arab tribes of Mt. Sinai","","","","Kamil","","","134 ff.","1120.1 g","codex","270 x 185 x 70.0 mm","Paper","","","","","","","","","","","text","Account books","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 688","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1fv08hk/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 689","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1b29hr5","Work","Prophetologion for Lent","Prophetologion","","1701/1800","18th c.","","","","","","","","Kamil","","","114 ff.","1020.3 g","codex","324 x 237 x 35.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Lectionaries|~|Biblical texts","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 689","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1b29hr5/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 690","Record book of treaties with the Arab tribes of Mt. Sinai","","paged","ark:/21198/z1bk2gmg","ark:/21198/z16d7gf5","Work","","","","1677/1700","17th c.","","","","Summary record of treaties with the Arab tribes of Mt. Sinai in the form of a Calendar of Treaty Index. It does not contain texts or treaties","","","","Kamil","","","39 ff.","229.5 g","codex","290 x 104 x 17.0 mm","Paper","","","","","","","","","","","text","Account books","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 690","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz16d7gf5/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 691","Receipt book","","paged","ark:/21198/z1bk2gmg","ark:/21198/z12n6qp0","Work","","","","1653/1827","17th c.","","","","Book of receipts taken by trustee of the Wakfs of the Monastery of Mt. Sinai against payment of taxes and dues to the Government authorities in Cairo","","","","Kamil","","","56 ff.","138.1 g","codex","212 x 80 x 17.0 mm","Paper","","","","","","","","","","","text","Account books","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 691","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz12n6qp0/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 694","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1xw6763","Work","","Horologion","","1832","1832","","","","","","","","Kamil","","","85 ff.","122.5 g","codex","110 x 82 x 29.0 mm","Paper","","","","","","","","","Dated","","text","Liturgical texts","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 694","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1xw6763/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 697","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1t45gh4","Work","","","","","","","","","","","","","","","","132 ff.","854.2 g","codex","246 x 201 x 54.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 697","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1t45gh4/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 703","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1pc4qtv","Work","","","","","","","","","","","","","","","","160 ff.","353.1 g","codex","163 x 115 x 36.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 703","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1pc4qtv/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 704","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1jm404c","Work","","","","","","","","","","","","","","","","103 ff.","162.7 g","codex","157 x 107 x 22.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 704","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1jm404c/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 705","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1dv37br","Work","","","","","","","","","","","","","","","","289 ff.","1104.1 g","codex","204 x 148 x 95.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 705","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1dv37br/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Arabic 706","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1961612","Work","","","","","","","","","","","","","","","","141 ff.","593 g","codex","170 x 135 x 55.0 mm","Paper","","","","","","","","","","","text","","ara","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Arabic 706","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1961612/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Syriac 12","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z15f0f9b","Work","","Bible. Luke","","601/700","7th c.","","","","","","","","Kamil","","f.1-54 paper ; f.55-144 parchment","146 ff.","1287.7 g","codex","240 x 159 x 81.0 mm","Parchment","","","","","","","","","","","text","Biblical texts|~|Gospel books","syc","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 12","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz15f0f9b/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Syriac 120","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z11n9pk2","Work","","Lectionary|~|Bible. Acts|~|Bible. Epistles","","1201/1300","13th c.","","","","","","","","Kamil","","","302 ff.","1098.1 g","codex","183 x 140 x 80.0 mm","Paper","","","","","","","","","","Plaster like specks on many folios","text","Lectionaries|~|Liturgical texts|~|Biblical texts","syc","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 120","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz11n9pk2/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Syriac 143","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1ww9652","Work","","Bible. Psalms","","1230","1230","","","","","","","","Kamil","","","295 ff.","1197.7 g","codex","181 x 147 x 100.0 mm","Paper","","","","","","","","","Dated","","text","Biblical texts","syc","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 143","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1ww9652/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Syriac 167","Services","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1s48fg3","Work","","","","1201/1300","13th c.","","","","","","","","Kamil","","","109 ff.","351.2 g","codex","149 x 135 x 50.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","syc","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 167","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1s48fg3/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Syriac 171","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1nc7pqx","Work","","Euchologion","","1162","1162","","","","","","","","Kamil","","","190 ff.","525 g","codex","153 x 108 x 75.0 mm","Paper","","","","","","","","","Dated","","text","Liturgical texts","syc","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 171","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1nc7pqx/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Syriac 188","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1hq5ndx","Work","Menologion (month of Tishrīn I)","Menologion","","1250","1250","","","","","","","","Kamil","","","207 ff.","1567.2 g","codex","267 x 191 x 75.0 mm","Paper","","","","","","","","","Dated","","text","Liturgical texts|~|Hagiographies","syc","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 188","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1hq5ndx/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Syriac 198","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1cz4wnr","Work","Menologion (month of Adār)","Menologion","","1201/1300","13th c.","","","","","","","","Kamil","","","196 ff.","1010 g","codex","253 x 180 x 50.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Hagiographies","syc","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 198","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1cz4wnr/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Syriac 204","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z18644w8","Work","Menologion (1st Ilūl - 29 Ab)","Menologion","","1201/1300","13th c.","","","","","","","","Kamil","","","283 ff.","1783.3 g","codex","264 x 185 x 70.0 mm","Paper","","","","","","","","","","","text","Liturgical texts|~|Hagiographies","syc","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 204","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz18644w8/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Syriac 24","Mimars by St. Isaac the Syrian ; Lives of Saints. Selections","","paged","ark:/21198/z1bk2gmg","ark:/21198/z14f3d5z","Work","","","","801/900","9th c.","","Isaac, Bishop of Nineveh, active 7th century","","","","","","Kamil","","","216 ff.","1819.7 g","codex","261 x 208 x 101.0 mm","Parchment","","","","","","","","","","","text","Theological works|~|Apophthegmata","syc","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 24","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz14f3d5z/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Syriac 249","","","paged","ark:/21198/z1bk2gmg","ark:/21198/z10p2ngp","Work","","Horologion","","1201/1300","13th c.","","","","","","","","Kamil","","f.106-114 Αrabic","114 ff.","341.8 g","codex","158 x 127 x 41.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","ara|~|syc","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 249","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz10p2ngp/manifest","delivery 6.3",""
"","","Sinai, St. Catherine’s Monastery, Syriac 251","Services","","paged","ark:/21198/z1bk2gmg","ark:/21198/z1vx2517","Work","","","","1201/1300","13th c.","","","","","","","","Kamil","","","202 ff.","568.1 g","codex","149 x 126 x 64.0 mm","Paper","","","","","","","","","","","text","Liturgical texts","syc","right-to-left","","","","Images: Contact the Monastery of St. Catherine's of the Sinai. Metadata: Unless otherwise indicated all metadata associated with this manuscript is copyright the authors and released under Creative Commons Attribution 4.0 International License.","To inquire about image rights, contact St. Catherine's Monastery, https://www.sinaimonastery.com, sinaimonastery@gmail.com.","Saint Catherine (Monastery : Mount Sinai)","Sinai Syriac 251","Sinai. Old Collection","","https://ingest.iiif.library.ucla.edu/ark%3A%2F21198%2Fz1vx2517/manifest","delivery 6.3",""
